doi,title,sentence,char_len
10.1039/c4ee03361b,High-performance symmetric sodium-ion batteries using a new bipolar material O3-type Na 0.8 Ni 0.4 Ti 0.6 O 2,The cycle stability is further investigated with Na0.8Ni0.4Ti0.6O2 half cells in Figure S3.,91
10.1038/s41467-022-35617-3,Surface-redox sodium-ion storage in anatase titanium oxide,The rate capabilities for sodium-ion storage for the various TiO 2 NPs are shown in Fig. 5a.,92
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,Komaba et al. 295 were the first to report the benefits of FEC addition in Na-ion batteries.,92
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"However, contradictory reports have arisen on its effect on the performance of hard carbons.",92
10.1039/c6ee00640j,Life cycle assessment of sodium-ion batteries,"For hard carbons, the use of organic waste can be considered to be promising in this regard.",92
10.1038/s41467-020-16077-z,Red-phosphorus-impregnated carbon nanofibers for sodium-ion batteries and liquefaction of red phosphorus,The commercialization of sodium-ion batteries demands appropriate options of anode materials.,93
10.1021/ja512383b,Removal of Interstitial H<sub>2</sub>O in Hexacyanometallates for a Superior Cathode of a Sodium-Ion Battery,"However, to date, metallic sodium is not a practical anode for a rechargeable Na-ion battery.",93
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","For example, EC was used as a co-solvent to form a stable SEI on a hard carbon anode in SIBs.",93
10.1039/c8ta09422e,A Novel P3-type Na2/3Mg1/3Mn2/3O2 as High Capacity Sodium-Ion Cathode Using Reversible Oxygen Redox,This represents one of the highest energy density sodium-ion cathodes with superior low-cost.,93
10.1038/s41467-024-47522-y,Consummating ion desolvation in hard carbon anodes for reversible sodium storage,"Before conducting the test, the hard carbon||NNCFM batteries are pre-aged for 10 days at OCP.",93
10.1038/s41467-021-25610-7,Boron-doped sodium layered oxide for reversible oxygen redox reaction in Na-ion battery cathodes,The electrochemical performance of hard carbon (HC)||NLNFMB full cells was further evaluated.,93
10.5796/electrochemistry.85.179,Effect of Concentrated Electrolyte on Aqueous Sodium-ion Battery with Sodium Manganese Hexacyanoferrate Cathode,"On the other hand, many Prussian blue analogues (PBAs) have been reported as cathode for SIB.",93
10.1038/s41467-017-00211-5,Alkaline earth metal vanadates as sodium-ion battery anodes,"Here, we identify alkaline earth metal vanadates as promising anodes for sodium-ion batteries.",94
10.1038/s41467-021-23368-6,Probing the Na metal solid electrolyte interphase via cryo-transmission electron microscopy,Our observations are consistent with previous reports about the effect of FEC in Na-ion cells.,94
10.1002/adfm.201910327,Article type: Full Paper Ultralow-strain Zn-substituted Layered Oxide Cathode with Suppressed P2-O2 Transition for Stable Sodium Ion Storage,Materials Synthesis: Na2/3ZnxMn1-xO2 materials were synthesized by a simple solidstate method.,94
10.1002/ange.202003972,Realizing Complete Solid-Solution Reaction in High Sodium Content P2-Type Cathode for High-Performance Sodium-Ion Batteries,"By coupling with a hard carbon (HC) anode, a P2-NLNMO/HC full cell was assembled (Figure 2 f).",94
10.1039/c7ra07231g,Pinecone biomass-derived hard carbon anodes for high-performance sodium-ion batteries,A comparison of the performance of the PHC1400 with different hard carbons is shown in Table 3.,95
10.1038/s41560-024-01701-9,Critically assessing sodium-ion technology roadmaps and scenarios for techno-economic competitiveness against lithium-ion batteries,"In closing, Na-ion deserves considerable research, development and commercialization attention.",95
10.1038/s41598-019-52006-x,Natural biomass derived hard carbon and activated carbons as electrochemical supercapacitor electrodes,"The black carbonized material was ground to produce fine powder of hard carbon, denoted as SHC.",95
10.1002/aenm.201700514,Additional Sodium Insertion into Polyanionic Cathodes for Higher‐Energy Na‐Ion Batteries,Na-ion technology is increasingly studied as a low-cost solution for grid storage applications.,95
10.1038/srep33733,Room-Temperature All-solid-state Rechargeable Sodium-ion Batteries with a Cl-doped Na3PS4 Superionic Conductor,The sodium ion-migration activation energy was calculated from the slope of the Arrhenius plot.,95
10.1038/s41467-024-47522-y,Consummating ion desolvation in hard carbon anodes for reversible sodium storage,It is significantly higher than the residual Na in hard carbons after immersing (less than 1%).,95
10.1039/c7ra07231g,Pinecone biomass-derived hard carbon anodes for high-performance sodium-ion batteries,"To deal with such tasks, selecting proper biomass resources of hard carbon should be important.",95
10.1038/s41467-017-00157-8,Environmentally stable interface of layered oxide cathodes for sodium-ion batteries,Z w is the Warburg impedance related the diffusion of sodium ions into the bulk electrodes 43 .,95
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"The Na storage mechanism into hard carbon is still controversial and under debate 43, 274- 279 .",96
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,The performance in full-cell devices is discussed along with the SIB prototypes and enterprises.,96
10.1038/srep09254,Flexible Membranes of MoS2/C Nanofibers by Electrospinning as Binder-Free Anodes for High-Performance Sodium-Ion Batteries,"Compared to hard carbon, theoretically, alloys and metal oxides could deliver higher capacities.",96
10.1039/c6ee00640j,Life cycle assessment of sodium-ion batteries,"For the hard carbons, the use of organic waste can be considered to be promising in this regard.",96
10.1038/s41467-022-32190-7,Fundamental investigations on the sodium-ion transport properties of mixed polyanion solid-state battery electrolytes,"Information about the synthesis of these NASICON compositions is given in the ""Methods"" section.",96
10.1038/s41467-024-47522-y,Consummating ion desolvation in hard carbon anodes for reversible sodium storage,"Nonetheless, the electrolyte in hard carbons, the signal shows a notable increase in peak width.",96
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"Furthermore, Li et al. 149 synthesised hard carbon with a (3D) macroporous morphology from cork.",96
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"Other polymers, such as polyaniline (PANI), have also been used to obtain hard carbon materials.",96
10.1007/s41918-024-00215-y,"Recent Progress in Sodium-Ion Batteries: Advanced Materials, Reaction Mechanisms and Energy Applications","According to the structure, it is consisted of soft carbon, hard carbon and nanocarbon materials.",97
10.1016/j.apsusc.2020.146849,A Record-High Ion Storage Capacity of T-Graphene as Two-Dimensional Anode Material for Li-ion and Na-ion Batteries,"Besides LIBs, it has also seen great research efforts on Na-ion batteries (NIBs) in these years .",97
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,Wu et al. studied in detail the effect of the chemical composition of hard carbon precursors 83 .,97
10.1039/c7ra07231g,Pinecone biomass-derived hard carbon anodes for high-performance sodium-ion batteries,The reason may be that impurities occupy some active sites impeding sodium ion insertion process.,97
10.1039/c6ee00640j,Life cycle assessment of sodium-ion batteries,"Thus, a hard carbon with low impacts should be favoured, for example from organic waste materials.",98
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"For example, Li. et al. developed hard carbons with different N2 SSAs, from pitch and lignin 119 .",98
10.1002/aenm.202201989,High-Entropy and Superstructure-Stabilized Layered Oxide Cathodes for Sodium-Ion Batteries,The restrained phase transition is possibly due to the superstructure formed in Na2/3Li1/6Mn5/6O2.,98
10.1038/s41467-018-03257-1,Monovalent manganese based anodes and co-solvent electrolyte for stable low-cost high-rate sodium-ion batteries,"Technically, we demonstrate a Na-ion battery full cell with superior rate and cycling performance.",98
10.1002/ange.202003972,Realizing Complete Solid-Solution Reaction in High Sodium Content P2-Type Cathode for High-Performance Sodium-Ion Batteries,These drawbacks cause poor rate capability and fast capacity decay in most P2-type layered oxides.,98
10.1021/am507679x,A Low-Surface-Area Hard Carbon Anode for Na-Ion Batteries via Graphene Oxide as a Dehydration Agent,"As shown in Figure 4b, G-HC also exhibits similar characteristic potential profiles of hard carbon.",99
10.1038/ncomms7865,Radially aligned hierarchical columnar structure as a cathode material for high energy density sodium-ion batteries,"For this reason, the O3-type RAHC is able to retain its high capacity throughout extensive cycling.",99
10.1038/s41467-024-47522-y,Consummating ion desolvation in hard carbon anodes for reversible sodium storage,The same conditions were used to test the cycling stability of the hard carbon anode after resting.,99
10.1038/s41467-018-03257-1,Monovalent manganese based anodes and co-solvent electrolyte for stable low-cost high-rate sodium-ion batteries,The redox couple of manganese (I/II) in Prussian blue analogs enables a high-rate and stable anode.,99
10.1021/am507679x,A Low-Surface-Area Hard Carbon Anode for Na-Ion Batteries via Graphene Oxide as a Dehydration Agent,Both factors facilitate the extremely small specific surface area of the final hard carbon product.,99
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries",The superior sodium storage performance of the P@N-MPC is mainly attributed to the novel structure.,99
10.1038/s41467-022-35617-3,Surface-redox sodium-ion storage in anatase titanium oxide,The sodium-ion storage properties are attributed to the presence of surface layers of 3-5 nm thick.,99
10.1021/acsaem.0c01614,Sodium Storage Mechanism Investigations through Structural Changes in Hard Carbons,"In earlier studies, these two distinct regions are assigned to different sodium storage mechanisms.",99
10.1039/c4ee03361b,High-performance symmetric sodium-ion batteries using a new bipolar material O3-type Na 0.8 Ni 0.4 Ti 0.6 O 2,"The pristine Na0.8Ni0.4Ti0.6O2 shows no obvious exothermic peaks, indicating good thermal stability.",100
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"In addition, Na-ion storage in HCs is still controversial, and no consensus has been found thus far.",100
10.1038/s41467-019-11925-z,Conductive carbon nanofiber interpenetrated graphene architecture for ultra-stable sodium ion battery,Long-term stability and high-rate capability have been the major challenges of sodium-ion batteries.,100
10.1039/d3ee03141a,Quantitative analysis of sodium metal deposition and interphase in Na metal batteries,A detailed explanation of TGC method for sodium metal quantification is given in Section S2 and Fig.,100
10.1038/s41467-019-11925-z,Conductive carbon nanofiber interpenetrated graphene architecture for ultra-stable sodium ion battery,All these features can undoubtedly contribute to the reversible insertion/extraction of sodium ions.,100
10.1002/ange.202003972,Realizing Complete Solid-Solution Reaction in High Sodium Content P2-Type Cathode for High-Performance Sodium-Ion Batteries,The typical discharge/charge curves of hard carbon in first three cycles are displayed in Figure S9.,100
