doi,title,year,abstract,citations,source
10.1016/j.jpowsour.2019.227025,Aluminium substituted β–type NaMn1-Al O2: A stable and enhanced electrochemical kinetic sodium-ion battery cathode,2019,,30,crossref
10.1002/bte2.20220007,Optimizing ultramicroporous hard carbon spheres in carbonate ester‐based electrolytes for enhanced sodium storage in half‐/full‐cell sodium‐ion batteries,2022,<jats:title>Abstract</jats:title><jats:p>Sodium‐ion batteries (SIBs) have received considerable attention as promising next‐generation energy storage systems due to a large abundance of sodium and ion storage chemistry similar to that of lithium‐ion batteries (LIBs). We report ultramicroporous hard carbon microspheres (HCMSs) derived from sucrose via a microwave‐assisted solvothermal reaction as anode for SIBs. Because of the HCMSs with a larger interlayer spacing in graphitic domains and ultram,49,crossref
10.1016/j.matdes.2019.108287,Substantial doping engineering in Na3V2-xFex(PO4)3 (0≤x≤0.15) as high-rate cathode for sodium-ion battery,2020,,83,crossref
10.1149/ma2021-0251829mtgabs,A Study of Ni-Doping Effects in Na<sub>2</sub>Mn<sub>3-X</sub>Ni<sub>x</sub>O<sub>7</sub> Layered Cathode for Sodium-Ion Battery,2021,,0,crossref
10.32508/stdj.v22i3.1682,Electrochemical performance of sulfone-based electrolytes in sodium ion battery with NaNi1/3Mn1/3Co1/3O2 layered cathode,2019,"<jats:p>Introduction: Sulfolane (SL), having an edge of low melting point over other sulfones, has been adopted as an electrolyte co-solvent for lithium-ion battery (LIB), as it exhibits high stability against oxidation and combustion while not causing much side effects to the battery electrochemistry. It is therefore expected that SL may serve as a safety-enhancing agent in sodium-ion battery (SIB). To evaluate the effect of SL content on the behavior of common carbonate-based sodium electrolyt",2,crossref
10.3390/en10070889,"Synthesis, Structure, and Sodium Mobility of Sodium Vanadium Nitridophosphate: A Zero-Strain and Safe High Voltage Cathode Material for Sodium-Ion Batteries",2017,"<jats:p>Herein, the nitridophosphate Na3V(PO3)3N is synthesized by solid state method. X-ray diffraction (XRD) and Rietveld refinement confirm the cubic symmetry with P213 space group. The material exhibits very good thermal stability and high operating voltage of 4.0 V vs. Na/Na+ due to V3+/V4+ redox couple. In situ X-ray diffraction studies confirm the two-phase (de-)sodiation process to occur with very low volume changes. The refinement of the sodium occupancies reveal the low accessibility o",24,crossref
10.54097/jpaw4474,Research of Cathode Materials for Sodium-Ion Batteries,2024,"<jats:p>Sodium-ion batteries are being extensively studied as a replacement for lithium-ion batteries in some areas. However, there are also some problems with cathode materials at present. Sodium-ion batteries perform worse performance than lithium-ion batteries, which is due to the properties of sodium. For instance, sodium ions possess a greater ionic radius and increased atomic weight compared to lithium ions. This piece presents an overview of the operational principles behind sodium-ion ba",3,crossref
10.1016/j.est.2023.109855,Investigation of Na7V3(P2O7)4/carbon composite as cathode material for sodium-ion battery: Influences of carbon additives and voltage windows,2024,,23,crossref
10.54097/c93z8k46,Recent progress of ion-doping methods in modifying layered oxide cathode materials for sodium-ion batteries,2024,"<jats:p>Typically, the cathode materials contribute the most in achieving the commercialization of sodium-ion batteries (SIBs) as the cathodes take up the most proportion of the full cells cost. Hence, developing cathode materials with a high specific capacity, perfect capacity retention, long cycling lifetime, and strong chemical/environmental stability is of undoubted importance. Researchers are now using many methodologies to improve the performance of different types of cathodes. Among all t",1,crossref
10.1039/c7ta08104a,Exceptionally high sodium-ion battery cathode capacity based on doped ammonium vanadium oxide and a full cell SIB prototype study,2017,"<p>Sodium-ion battery technology, the existing electrodes, and electrolytes are still in the early stage of development, and more intense research is necessary before moving to mass production and application.</p>",42,crossref
10.1149/1945-7111/ad92e3,Ultrastable Fe-based Prussian Blue Analogs Cathode for Sodium-Ion Battery,2024,"<jats:p>Low-cost Iron-based Prussian blue analogs (PBAs) with ultra-high cycling performance is a promising cathode material for sodium-ion batteries. However, the presence of vacancies occupied by crystal water in the structure of PBA prepared by the traditional co-precipitation method leads to rapid capacity decay of the battery, which significantly limits its practical application. In the present work, we use a modified co-precipitation method to synthesize Fe-based PBAs, which has a cubic st",4,crossref
10.1016/j.ensm.2018.01.009,Pilotaxitic Na1.1V3O7.9 nanoribbons/graphene as high-performance sodium ion battery and aqueous zinc ion battery cathode,2018,,308,crossref
10.1149/ma2016-03/2/1096,High-Rate Sodium Ion Batteries: Synergetic Effect of Robust Surface and Nano-Rod Primary Particles As Cathode Material for Sodium Ion Batteries,2016,"<jats:p> 	Nowadays, to adjust the fluctuations in electricity production and efficient use of midnight off-peaks for stable energy supply, the mid-large scale battery system has been growing up [1]. In particularly, sodium ion batteries have many interests as an alternative candidate for cost-advantage versus lithium ion batteries because of large amounts of reservation of sodium resources in earth. However, intrinsic structural disadvantage of interstitial tetrahedral sites dissimilar to the O3",0,crossref
10.62517/jes.202402313,Current Research Directions of Sodium-Ion Battery Materials,2024,"<jats:p>The requirement for batteries has been steadily rising in recent years due to the advancement of electric vehicles and the growth of the energy storage industry. Sodium-ion batteries have attracted attention due to their inexpensive cost, wide distribution, and resemblance to lithium-ion batteries. The cathode material, anode material, and electrolyte system—the three main material technologies of sodium-ion batteries—are reviewed in this study along with a brief overview of the problems",0,crossref
10.1016/j.jechem.2017.10.032,Spherical FeF3•0.33H2O/MWCNTs nanocomposite with mesoporous structure as cathode material of sodium ion battery,2018,,29,crossref
10.1149/2.0421802jes,Iron Fluoride Packaged into 3D Order Mesoporous Carbons as High-Performance Sodium-Ion Battery Cathode Material,2018,,27,crossref
10.1016/j.mattod.2018.12.010,Sodium-ion battery anode gets explosive start,2019,,0,crossref
10.61173/338akv73,Systematic Investigation of Environmental Impact between Lithiumion Battery and Sodium-ion Battery,2023,"<jats:p>This paper provides significant new insights into Sodium-ion and Lithium-ion batteries’ environmental impact. Lithiumion batteries are used in commercials on a large scale. However, lithium-ion batteries are used less than sodium batteries. Considering that Sodium-ion batteries technology is not as advanced as Lithium. Sodium-ion batteries may have the potential to replace Lithium-ion batteries. According to commercial data, batteries are widely used in different areas because of their s",1,crossref
10.15372/csd2021311,Perspective Cathode Materials for Sodium-Ion Batteries,2021,,2,crossref
10.1007/s11581-025-06532-6,Lamellar P2-Na0.7CoO2 enables long-cycle life of sodium-ion batteries,2025,,0,crossref
10.31613/ceramist.2025.00388,Recent Advances in Cathode Materials for Sodium-Ion Batteries,2025,"<jats:p>Sodium-ion batteries have been regarded as promising alternatives to lithium-ion batteries due to chemical similarity between sodium and lithium. However, relatively low energy density of sodium-ion batteries impedes their commercialization. Cathode material plays a critical role in determining the energy density of sodium-ion batteries. However, the large ionic size and relatively high redox potential of sodium hinder development of high energy density cathode. To overcome these drawbac",0,crossref
10.6023/a21060260,Research Progresses of Sodium Cobalt Oxide as Cathode in Sodium Ion Batteries,2021,,5,crossref
10.54097/9y8kjb55,Research Progress on Cathode Materials for sodium-ion batteries,2024,"<jats:p>In recent years, the new energy industry has developed rapidly, and sodium-ion batteries (Hereinafter referred to SIB) is becoming the new favorite in the industry due to their lower cost and higher safety. This article mainly discusses the advantages and disadvantages of SIB and the research progress of cathode materials that have the greatest impact on the performance of SIB. SIB with polyanionic compound cathodes have the advantages of good stability, cycle performance and safety, but",0,crossref
10.1039/c5ra06336a,A rechargeable sodium-ion battery using a nanostructured Sb–C anode and P2-type layered Na<sub>0.6</sub>Ni<sub>0.22</sub>Fe<sub>0.11</sub>Mn<sub>0.66</sub>O<sub>2</sub> cathode,2015,"<p>A promising example of a low cost, rechargeable sodium-ion battery efficiently combines a nanostructured Sb–C anode and P2-type layered Na<sub>0.6</sub>Ni<sub>0.22</sub>Fe<sub>0.11</sub>Mn<sub>0.66</sub>O<sub>2</sub> cathode.</p>",66,crossref
10.2139/ssrn.4305943,A Green and Scalable Synthesis of Na3v2(Po4)3 Cathode for Sodium-Ion Batteries and the Study on Failure Mechanism of Sodium-Ion Batteries,2022,,0,crossref
10.1016/j.jpowsour.2018.06.049,Interconnected mesoporous Na2FeSiO4 nanospheres supported on carbon nanotubes as a highly stable and efficient cathode material for sodium-ion battery,2018,,49,crossref
10.1016/j.jpowsour.2020.228417,Optimization of the compositions of polyanionic sodium-ion battery cathode NaFe2−xVx(PO4)(SO4)2,2020,,52,crossref
10.54254/2977-3903/2025.21919,Review of sodium-ion battery research,2025,"<jats:p>Sodium-ion batteries (SIBs) have gained increasing attention due to their low production cost, abundant raw materials, and relatively high energy density. In addition, SIBs exhibit a range of desirable characteristics, including high specific capacity, good high-temperature performance, safety, and environmental friendliness. Therefore, research into sodium-ion batteries is of paramount importance. This paper references a large number of studies on sodium-ion batteries, aiming to analyze",1,crossref
10.1021/acsmaterialsau.3c00049,Sodium-Ion Battery: Can It Compete with Li-Ion?,2023,,61,crossref
10.1088/1757-899x/902/1/012008,The performance of sodium ion battery with NaFePO<sub>4</sub> cathode prepared from local iron sand,2020,"<jats:title>Abstract</jats:title>
               <jats:p>The performance of Sodium-Ion Battery, SIB, with NaFePO<jats:sub>4</jats:sub> cathode prepared from local iron sand was investigated. The NaFePO<jats:sub>4</jats:sub> was prepared through electrochemical sodiation to FePO<jats:sub>4</jats:sub> layer on aluminium substrate. NaFePO<jats:sub>4</jats:sub> prepared from local iron sand (from NTB, Indonesia) is named as NFP_A. The result is compared to the performance of SIB with NaFePO<jats:sub",6,crossref
